name,address,lat,lng,wifi,allHours,drive,hundred,morning,barista,birthday,playRand,adventure,parking
白石南郷通店,北海道札幌市白石区南郷通２丁目南１０－１５,43.0446098617,141.400065559,1,0,1,1,1,0,1,0,1,1
オーロラタウン店,北海道札幌市中央区大通西１丁目地下街オーロラタウン,43.0610008653,141.355638957,1,0,0,0,1,0,0,0,0,0
北５西２０店,北海道札幌市中央区北五条西２０丁目１－１,43.0635659529,141.325258838,0,0,1,1,1,0,0,0,0,1
平岸店,北海道札幌市豊平区平岸二条１０丁目３－１２,43.0306296872,141.368123528,1,1,1,1,1,0,1,0,1,1
南新川店,北海道札幌市北区北二十三条西１４丁目６－１,43.0876603306,141.327923798,1,0,1,1,1,0,0,1,0,1
帯広柏林台店,北海道帯広市西１８条南３－２７－３６,42.9185158793,143.159844389,0,0,1,0,1,0,0,0,0,1
札幌南二条店,北海道札幌市中央区南二条西２丁目１,43.058095667,141.355760232,1,0,0,1,1,0,0,0,1,0
イオン釧路店,北海道釧路郡釧路町桂木１－１－１,43.0087576776,144.405399765,1,0,0,0,0,0,0,0,0,1
福住イトーヨーカドー店,北海道札幌市豊平区福住二条１丁目,43.0201293462,141.403740313,0,0,0,1,0,0,0,0,0,1
イオン千歳店,北海道千歳市栄町６－５１,42.8284944904,141.648937057,0,0,0,0,0,0,0,0,0,1
イオン室蘭店,北海道室蘭市東町２－４－３２,42.3451212448,141.026540064,0,0,0,0,0,0,0,0,0,1
札幌すすきの店,北海道札幌市中央区南四条西４丁目１６,43.0559152854,141.352959513,1,1,0,1,1,0,0,0,0,0
手稲西友店,北海道札幌市手稲区前田一条１１丁目,43.120617524,141.245451672,0,0,0,0,1,0,0,0,0,1
苫小牧パセオ店,北海道苫小牧市川沿町６－１６－６,42.6228707304,141.528197407,0,0,1,0,1,0,0,0,0,1
星が浦ぴあざフクハラ店,北海道釧路市星が浦大通２－６,43.014342485,144.323595016,0,0,0,0,0,0,0,0,0,1
釧路春日フクハラ店,北海道釧路市春日町６－１,42.9962664545,144.375324361,0,0,0,0,0,0,0,0,0,1
苫小牧ステイ店,北海道苫小牧市三光町５－６,42.6546194037,141.614111799,0,0,0,0,0,0,0,0,0,1
上磯トライアル店,北海道北斗市七重浜７－１４－１,41.8207885724,140.697305664,0,0,0,0,0,0,0,0,0,1
花川ビッグハウス店,北海道石狩市樽川六条１丁目５,43.1492235853,141.282671481,0,0,0,0,0,0,0,0,0,1
札幌新発寒店,北海道札幌市手稲区新発寒五条５丁目,43.1147624022,141.271028264,0,0,1,0,1,0,0,0,0,1
２４１音更店,北海道河東郡音更町木野大通西１７－１－４,42.9707759213,143.207223488,0,0,1,0,1,0,1,0,1,1
北４９条店,北海道札幌市東区北四十九条東８丁目３－１７,43.1216278942,141.354422891,1,0,1,0,1,0,0,0,0,1
旭川ツインハープ店,北海道旭川市旭神町三条５丁目１－１２,43.7336275215,142.390823122,1,0,1,0,1,0,0,0,0,1
イオン江別店,北海道江別市幸町３５,43.0973203102,141.533411132,0,0,0,0,0,0,0,0,0,1
西岡出光ＳＳ店,北海道札幌市豊平区西岡一条２丁目,43.0214340906,141.383710698,0,0,1,0,1,0,0,0,0,1
函館鍛治店,北海道函館市鍛治２－３９,41.811079158,140.767354243,0,0,1,0,1,0,0,0,0,1
神楽生協店,北海道旭川市神楽四条５丁目,43.7604436406,142.348038687,0,0,0,0,0,0,0,0,0,1
湯川生協店,北海道函館市湯川町１－３４－１５,41.7816287099,140.781747354,0,0,0,0,0,0,0,0,0,1
西岡生協店,北海道札幌市南区澄川六条４丁目２－１,43.0118349468,141.374174105,0,0,0,0,0,0,0,0,0,1
札幌平岡店,北海道札幌市厚別区上野幌三条２丁目１－７,43.0122574484,141.469531651,0,0,1,0,1,0,0,0,0,1
帯広イトーヨーカドー店,北海道帯広市稲田町南８線西１０－１,42.8903128089,143.198580163,0,0,0,1,0,0,0,0,0,1
白石ルーシー店,北海道札幌市白石区栄通１８丁目５－３５,43.0281235231,141.433854544,0,0,0,0,0,0,0,0,0,1
イオン小樽店,北海道小樽市築港１１－６,43.1844677849,141.0224716,1,0,0,0,0,0,0,0,0,1
宮の沢ターミナルビル店,北海道札幌市西区宮の沢１条１－１７－１４,43.0891162451,141.276117679,0,0,0,0,0,0,0,0,0,1
３８号富良野店,北海道富良野市新富町２－５,43.3447778079,142.381143773,0,0,1,0,1,0,0,0,0,1
札幌アピア店,北海道札幌市中央区北五条西３丁目,43.0676218731,141.351606707,1,0,0,0,1,0,0,0,0,0
札幌月寒ゼビオ店,北海道札幌市豊平区月寒東三条１１丁目１－１０,43.0275644337,141.40858497,0,0,1,0,0,0,0,0,0,1
３６号里塚店,北海道札幌市清田区里塚二条７丁目１－５,42.9782910198,141.46956065,0,0,1,0,1,0,0,0,0,1
屯田イトーヨーカドー店,北海道札幌市北区屯田八条３丁目５－１,43.140021593,141.340584167,0,0,0,1,0,0,0,0,0,1
札幌インター店,北海道札幌市白石区菊水元町七条１丁目１０－２２,43.0733314047,141.409665151,0,1,1,0,1,0,0,0,0,1
あいの里生協店,北海道札幌市北区あいの里一条５丁目２,43.1573649937,141.398818267,0,0,0,0,0,0,0,0,0,1
札幌ヨドバシカメラ店,北海道札幌市北区北六条西５丁目１－２２,43.068357195,141.347179572,1,0,0,1,1,0,0,0,0,0
３９号北見店,北海道北見市西富町１－１－６,43.7990121817,143.869887231,1,1,1,0,1,0,0,0,1,1
イオン北見店,北海道北見市北進町１－１－１,43.8082262586,143.875356952,1,0,0,1,0,0,0,0,0,1
３６号千歳店,北海道千歳市錦町３－１０－１,42.8231288426,141.643220406,1,0,1,0,1,0,0,0,0,1
イオンモール札幌平岡店,北海道札幌市清田区平岡三条５丁目３－１,42.9961442932,141.457562067,1,0,0,1,0,0,0,0,0,1
厚別西友店,北海道札幌市厚別区厚別西四条６丁目７００－１２６,43.0539942937,141.468693919,0,0,0,1,0,0,0,0,0,1
イオン釧路フードコート店,北海道釧路郡釧路町桂木１－１－１,43.0092939479,144.403841535,1,0,0,1,0,0,0,0,0,1
イオン札幌麻生店,北海道札幌市北区北三十九条西４丁目１－５,43.1070461267,141.339503215,0,0,0,0,1,0,0,0,0,1
３８号札内店,北海道中川郡幕別町札内共栄町１６４－１,42.9188558691,143.242542459,1,0,1,0,1,0,0,0,1,1
網走店,北海道網走市駒場南８－１－１８,43.9978094904,144.286384394,1,0,1,0,1,0,0,0,0,1
函館イトーヨーカドー店,北海道函館市美原１－３－１,41.8137468693,140.757758027,0,0,0,1,0,0,0,0,0,1
イオン札幌元町店,北海道札幌市東区北三十一条東１５丁目１,43.1012611211,141.368862512,0,0,0,0,0,0,0,0,0,1
１２号岩見沢店,北海道岩見沢市八条東１０丁目２－５５,43.2034113952,141.781253114,0,0,1,0,1,0,0,0,0,1
イオン札幌桑園店,北海道札幌市中央区北八条西１４丁目２８,43.0692124451,141.332465606,0,0,0,1,0,0,0,0,0,1
イオンモール札幌苗穂店,北海道札幌市東区東苗穂二条３丁目１－１イオンモール札幌苗穂２Ｆフードコート,43.0793277326,141.404602756,0,0,0,1,0,0,0,0,0,1
イオンモール旭川西店,北海道旭川市緑町２３丁目２１６１－３,43.7938155518,142.327713975,0,0,0,1,0,0,0,0,0,1
中標津東武店,北海道標津郡中標津町南町３－１０東武サウスヒルズ１Ｆ,43.5354153684,144.977525098,0,0,0,1,0,0,0,0,1,1
札幌アリオ店,北海道札幌市東区北七条東９丁目２－２０,43.0719530578,141.370033349,0,0,0,1,0,0,0,0,0,1
３６号恵庭店,北海道恵庭市黄金南６－１０－２,42.8920900743,141.596666639,0,0,1,0,1,0,0,0,0,1
旭川宮前通店,北海道旭川市宮前１条４丁目１－２１,43.7579501272,142.37480276,0,0,1,0,1,0,0,0,0,1
イオンモール札幌発寒店,北海道札幌市西区発寒八条１２丁目１－１,43.0963001135,141.276749963,0,0,0,1,0,0,0,0,0,1
登別若草町店,北海道登別市若草町４－１２－１,42.3704905019,141.055892006,0,0,1,0,1,0,0,0,0,1
３８号釧路店,北海道釧路市鳥取大通３－１２－２６,43.0132612804,144.356989058,0,0,1,0,1,0,0,0,0,1
イオンモール苫小牧店,北海道苫小牧市柳町３－１－２０,42.6566001026,141.642947648,0,0,0,1,0,0,0,0,0,1
３７号伊達店,北海道伊達市舟岡町２３６－１,42.4687210065,140.87832599,0,0,1,0,1,0,0,0,0,1
１２号滝川店,北海道滝川市南滝の川１３２－１,43.5692371752,141.932897655,0,0,1,0,1,0,0,0,0,1
イオン名寄店,北海道名寄市徳田８０－１イオン名寄ショッピングセンター２Ｆ,44.3397894542,142.452580249,0,0,0,1,0,0,0,0,0,1
環状通伏古店,北海道札幌市東区伏古一条５丁目１－１０,43.0803388468,141.391436136,1,0,1,0,1,0,0,0,0,1
釧路貝塚通り店,北海道釧路市武佐３丁目４７番２０号,42.9894568837,144.419935002,0,0,1,0,1,0,1,0,1,1
１２号新札幌店,北海道札幌市厚別区厚別中央二条４丁目４－１２,43.0381589545,141.46742222,0,1,1,1,1,0,0,0,0,1
上江別高台ショッピングセンター店,北海道江別市上江別４２７－３,43.0999157783,141.548856768,0,0,1,0,1,0,0,0,0,1
岩見沢大和タウンプラザ店,北海道岩見沢市やまと一条９丁目１番３号,43.1882142392,141.735676316,0,0,1,0,1,0,0,0,0,1
４０号稚内店,北海道稚内市潮見３ー５－１７,45.3953560425,141.702694437,1,0,1,0,1,0,0,0,1,1
５号線函館昭和店,北海道函館市昭和二丁目４６－３,41.8153756979,140.73549525,0,1,1,0,1,0,0,0,0,1
厚別通り川下店,北海道札幌市白石区川下五条４－２－１,43.0530106771,141.44785174,1,0,1,0,1,0,0,0,0,1
２３５静内店,北海道日高郡新ひだか町静内末広町２－１－１,42.3423629979,142.356149003,0,0,1,0,1,0,0,1,0,1
２７５東雁来店,北海道札幌市東区東雁来九条４丁目７－１,43.0940006525,141.429588162,1,0,1,0,1,0,0,0,0,1
２３０藤野店,北海道札幌市南区藤野三条４丁目１－１,42.9609077684,141.304764988,1,0,1,0,1,0,1,0,1,1
帯広西５条店,北海道帯広市西五条南十八丁目１１－１,42.9111380809,143.198557746,0,0,1,0,1,1,0,0,0,1
３６号苫小牧店,北海道苫小牧市新開町３－１－１,42.661719216,141.65179292,0,1,1,1,1,1,1,1,1,1
新琴似店,北海道札幌市北区新琴似２条７－１－１,43.1081711186,141.317878485,0,0,1,0,1,1,0,0,0,1
３９号旭川永山店,北海道旭川市永山２条８－１－２７,43.7973726891,142.41189401,1,1,1,1,1,1,0,0,0,1
手稲星置店,北海道札幌市手稲区星置３条１－１－３０,43.1381348483,141.220227397,1,0,1,1,1,0,1,1,1,1
函館松風店,北海道函館市松風町１１－１５,41.7717011505,140.732826269,1,0,1,1,1,0,0,0,0,1
羊ヶ丘通清田店,北海道札幌市清田区真栄４７－１,42.9927151808,141.437934088,0,0,1,1,1,0,1,1,1,1
新さっぽろカテプリ店,北海道札幌市厚別区厚別中央二条５－７,43.0375525488,141.473158671,1,0,0,1,0,0,0,0,0,1
弘前堅田店,青森県弘前市大字宮川１－２－４,40.6118367107,140.482590014,1,0,1,0,1,0,0,0,0,1
青森東バイパス店,青森県青森市はまなす２－１－２８,40.8268759439,140.795182168,1,0,1,0,1,0,0,0,0,1
４号線十和田店,青森県十和田市大字洞内字井戸頭１４４－１３３,40.6440901495,141.199473986,0,0,1,0,1,0,0,0,0,1
１０２弘前店,青森県弘前市大字高田５－２－８,40.5965740114,140.507666888,1,1,1,0,1,0,0,0,0,1
青森西バイパス店,青森県青森市三好２－２－１,40.8304299828,140.705376737,1,0,1,0,1,0,0,0,0,1
イオンモール下田店,青森県上北郡おいらせ町中野平４０－１,40.6018894208,141.417582339,0,0,0,1,0,0,0,0,0,1
八戸ピアドゥ店,青森県八戸市沼館４－７－１１２ＳＣピアドゥ内,40.5278592757,141.497361146,0,0,0,1,0,0,0,0,0,1
青森中央サンワドー店,青森県青森市青葉３－５－６,40.8045837562,140.755116963,0,0,0,0,0,0,0,0,0,1
三沢店,青森県三沢市栄町２－３１－１４４,40.6740800906,141.365839193,1,0,1,1,1,0,1,1,1,1
青森イトーヨーカドー店,青森県青森市浜田１－１４－１,40.800686826,140.749515731,0,0,0,1,0,0,0,0,0,1
弘前さくら野店,青森県弘前市城東北３－１０－１,40.6069829787,140.496161546,0,0,0,0,0,0,0,0,0,1
むつ中央店,青森県むつ市中央２－２９,41.2878702796,141.184913711,1,0,1,0,1,0,0,1,0,1
イオンモールつがる柏店,青森県つがる市柏稲盛幾世４１,40.801236331,140.417596209,1,0,0,0,0,0,0,0,0,1
十和田イオンスーパーセンター店,青森県十和田市大字相坂字六日町山１６６－１,40.6029126602,141.257420175,0,0,0,0,0,0,0,0,0,1
青森サンロード店,青森県青森市緑３－９－２,40.8079207943,140.753019753,1,0,0,1,0,0,0,0,1,1
八戸南類家店,青森県八戸市南類家１－２－６,40.5042248617,141.506716022,1,0,1,0,1,0,0,0,1,1
１０２黒石店,青森県黒石市大字中川字篠村３７－１,40.6320475064,140.596857277,1,0,1,0,1,0,0,0,1,1
４５４八戸西店,青森県八戸市大字長苗代字二日市１３－１,40.51112555,141.44789727,0,0,1,0,1,0,0,0,0,1
五所川原中央店,青森県五所川原市中央３－２０８,40.7953338571,140.450047754,1,0,1,0,1,0,0,1,1,1
八戸城下店,青森県八戸市城下４－７－１５,40.5199591866,141.491252111,1,1,1,1,1,1,0,0,0,1
弘前大町店,青森県弘前市大字大町１－１７－７,40.5945876918,140.483886911,1,0,1,1,1,1,0,0,0,1
４号線盛岡南店,岩手県盛岡市津志田南１－１－２５,39.6587427254,141.161471696,1,0,1,0,1,0,0,0,1,1
４号線花巻店,岩手県花巻市上小舟渡４１－１,39.3980523812,141.123010716,1,0,1,0,1,0,0,0,1,1
４号線一関店,岩手県一関市山目字大槻７０－１,38.9368852193,141.118556695,1,0,1,0,1,0,0,0,1,1
４号線水沢店,岩手県奥州市水沢区佐倉河字前田８０－１,39.1462770459,141.150013651,1,0,1,0,1,0,0,0,0,1
イオン前沢店,岩手県奥州市前沢区向田２－２２,39.0499582652,141.131198102,1,0,1,0,0,0,0,0,0,1
矢巾マックスバリュー店,岩手県紫波郡矢巾町南矢幅７－４１３,39.6116590721,141.152006583,0,0,0,0,0,0,0,0,0,1
４号線盛岡上田店,岩手県盛岡市上田４－１７－２０,39.7227702196,141.134292784,1,1,1,0,1,0,0,0,1,1
盛岡フェザン店,岩手県盛岡市盛岡駅前通１－４４盛岡駅ビルフェザン本館Ｂ１Ｆグルメタウン内,39.702659856,141.136041152,1,0,0,0,0,0,0,0,0,0
盛岡青山店,岩手県盛岡市青山４－４６－１５,39.7333683863,141.114884513,1,0,0,0,1,0,0,0,0,1
イオンモール盛岡店,岩手県盛岡市前潟４－７－１イオン盛岡２Ｆ,39.7113499377,141.099090915,0,0,0,1,0,0,0,0,0,1
イオンモール盛岡南店,岩手県盛岡市本宮７－１－１,39.6835201924,141.128006722,0,0,0,1,0,0,0,0,0,1
１０６宮古店,岩手県宮古市宮町１－１－３８,39.6388443504,141.946152245,1,0,1,0,1,0,0,0,1,1
１０７北上店,岩手県北上市北鬼柳１８地割１９－２,39.2936683866,141.101610581,1,1,1,0,1,0,0,0,1,1
盛岡西バイパス本宮店,岩手県盛岡市本宮４－４４－１５,39.685534167,141.129469546,1,0,1,1,1,1,0,0,1,1
仙台青葉通り店,宮城県仙台市青葉区一番町２－５－１,38.2593498496,140.872183934,1,1,0,0,1,0,0,0,0,0
仙台黒松店,宮城県仙台市泉区八乙女中央１－１－１,38.3096137209,140.880308642,1,0,1,1,1,0,0,1,1,1
仙台中央通り店,宮城県仙台市青葉区中央２－２－２９,38.2613433763,140.877181185,1,1,0,1,1,0,0,0,1,0
４号線名取店,宮城県名取市飯野坂土城掘８２－１,38.1561858268,140.887651874,1,0,1,1,1,0,0,0,1,1
市名坂店,宮城県仙台市泉区市名坂字東裏９７－１,38.3194600844,140.889874015,1,0,1,0,1,0,0,0,0,1
泉中山店,宮城県仙台市泉区南中山１－４２－５,38.2971583362,140.827361601,1,0,1,0,1,1,0,1,0,1
４号線白石店,宮城県白石市八幡町４６９,37.9971809152,140.612440869,1,0,1,0,1,0,0,0,0,1
４５号石巻店,宮城県石巻市門脇一番谷地４６－１,38.430883156,141.261964544,1,0,1,0,1,0,0,0,0,1
大河原店,宮城県柴田郡大河原町字新東２７－１４,38.0614515608,140.737499842,1,0,1,0,1,0,0,0,0,1
中田ヤマザワ店,宮城県仙台市太白区中田町字千刈田１９－１,38.1968244767,140.89744579,1,0,0,0,0,0,0,0,0,1
イオン仙台中山店,宮城県仙台市泉区南中山１－３５－４０イオン仙台中山店３Ｆ,38.2979810153,140.827241017,1,0,0,1,0,0,0,0,0,1
ザ・モール仙台長町店,宮城県仙台市太白区長町７－２０－３,38.2260196597,140.876485681,0,0,0,1,0,0,0,0,0,1
イオン古川店,宮城県大崎市古川旭２－２－１,38.5668516505,140.972730627,0,0,0,0,0,0,0,0,0,1
４号線古川店,宮城県大崎市古川城西１－１１－２５,38.5750332652,140.946605563,1,0,1,0,1,0,0,0,0,1
仙台駅東口店,宮城県仙台市宮城野区榴岡２－１－２５,38.2608030741,140.883715088,1,1,0,0,1,0,0,0,0,0
利府街道店,宮城県宮城郡利府町利府字新並松６４－１,38.3311018704,140.977817228,0,0,1,0,1,0,0,0,0,1
ザ・ビッグ柴田店,宮城県柴田郡柴田町中名生字佐野３４－１,38.0625536494,140.794740945,0,0,0,0,0,0,0,0,0,1
亘理コープ店,宮城県亘理郡亘理町逢隈高屋字柴北１００,38.0424247307,140.876378152,0,0,0,0,0,0,0,0,0,1
イオンモール利府店,宮城県宮城郡利府町利府字新屋田前２２,38.3266714016,140.972785096,0,0,0,1,0,0,0,0,0,1
４号線仙台松森店,宮城県仙台市泉区松森字関場３２－１,38.3046844817,140.915313894,1,0,1,0,1,0,0,1,0,1
仙台一番町四丁目店,宮城県仙台市青葉区一番町４－４－３３－２Ｆ,38.2639101123,140.870691349,0,1,0,1,1,0,0,0,0,0
大和吉岡ヨークベニマル店,宮城県黒川郡大和町吉岡東１－２－１,38.4368468748,140.893186788,0,0,0,0,0,0,0,0,0,1
仙台大野田店,宮城県仙台市太白区大野田２－７－２９,38.2135903069,140.878020853,1,1,1,0,1,0,1,0,1,1
４５号塩釜店,宮城県塩竈市杉の入３－１－１,38.3315552537,141.038079485,1,0,1,0,1,0,0,0,0,1
岩沼西ヨークベニマル店,宮城県岩沼市たけくま２－３－６７,38.1077402426,140.856870966,0,0,0,0,0,0,0,0,0,1
南吉成ヨークベニマル店,宮城県仙台市青葉区南吉成３－１－２１,38.2858723484,140.815421501,0,0,0,0,0,0,0,0,0,1
イオンモール富谷店,宮城県富谷市大清水１－３３－１,38.3640905894,140.874730168,0,0,0,1,0,0,0,0,0,1
山田鈎取ヨークタウン店,宮城県仙台市太白区山田字田中前１８０,38.216930954,140.837252563,1,0,0,0,0,0,0,0,1,1
新田東ヨークタウン店,宮城県仙台市宮城野区新田東３－１－５,38.2763103407,140.937012517,0,0,0,0,0,0,0,0,0,1
市名坂ヨークタウン店,宮城県仙台市泉区市名坂字中道１００－９,38.3152849117,140.905442306,0,0,0,0,0,0,0,0,0,1
佐沼店,宮城県登米市迫町佐沼字萩洗２－１２－１３,38.6856953002,141.18620191,1,0,1,0,1,0,0,0,1,1
イオンモール名取店,宮城県名取市杜せきのした５丁目３番地の１,38.1639582333,140.896158274,1,0,0,0,0,0,0,0,0,1
イオンモール石巻店,宮城県石巻市茜平４－１０４,38.4487198666,141.267397387,0,0,0,1,0,0,0,0,0,1
仙台六丁の目店,宮城県仙台市若林区六丁の目元町１６－１,38.2505976542,140.933535695,1,0,1,0,1,0,0,0,0,1
仙台長町店,宮城県仙台市太白区あすと長町４－２－１,38.2258702879,140.887895255,1,1,1,1,1,0,1,0,1,1
石巻蛇田店,宮城県石巻市恵み野１－２－８,38.446768287,141.272100407,1,0,1,1,1,0,0,0,0,1
４号線岩沼店,宮城県名取市堀内字北竹８５－５,38.1223362823,140.874096017,1,1,1,0,1,0,0,0,0,1
明石台店,宮城県富谷市明石台６－１－３６,38.3480776716,140.892054976,1,0,1,1,1,0,0,0,0,1
仙台沖野店,宮城県仙台市若林区沖野２－５－８０,38.2316607651,140.90811462,1,1,1,1,1,1,0,1,1,1
多賀城店,宮城県多賀城市町前２－３－１２,38.2860389907,141.005151433,1,0,1,1,1,0,0,1,0,1
４号線古川荒谷店,宮城県大崎市古川荒谷字新芋川３２－１,38.6031015236,140.979093893,1,0,1,0,1,1,0,0,0,1
４８号愛子ヨークタウン店,宮城県仙台市青葉区上愛子字新宮前２０－１,38.2677628498,140.760791816,1,0,1,0,1,1,0,0,1,1
秋田新国道店,秋田県秋田市泉中央２－３－２,39.7335243957,140.100922326,1,0,1,1,1,0,0,1,0,1
秋田仁井田店,秋田県秋田市仁井田緑町５－２０,39.6885506561,140.123723073,1,0,1,0,1,0,0,0,1,1
１０５本荘店,秋田県由利本荘市砂子下６２－６,39.3866319706,140.035557688,1,0,1,0,1,0,0,0,0,1
本荘マックスバリュー店,秋田県由利本荘市東梵天２５７,39.3867336084,140.063420482,0,0,0,0,0,0,0,0,0,1
イオンモール秋田店,秋田県秋田市御所野地蔵田１－１－１,39.6638982713,140.160801263,0,0,0,1,0,0,0,0,0,1
７号線大館店,秋田県大館市片山町２－４－５,40.2738199447,140.538577812,1,0,1,0,1,0,0,0,0,1
１３号横手店,秋田県横手市前郷字上三枚橋３２－１,39.308731203,140.556912504,1,1,1,0,1,0,1,0,0,1
横手南イオンスーパーセンター店,秋田県横手市婦気大堤字中田４－１,39.2957817663,140.552822389,0,0,0,1,0,0,0,0,0,1
イオン中仙店,秋田県大仙市北長野字袴田１１８,39.5513806244,140.551863463,0,0,0,1,0,0,0,0,0,1
秋田広面店,秋田県秋田市広面堤敷４５－１,39.7264357754,140.147460744,1,0,1,0,1,0,0,0,0,1
茨島マックスバリュ店,秋田県秋田市茨島４－３－１８,39.6957790438,140.098018621,1,0,0,0,0,0,0,0,0,1
グランマート外旭川店,秋田県秋田市外旭川小谷地２５,39.7517157063,140.095772995,0,0,0,0,0,0,0,0,0,1
イオンモール大曲店,秋田県大仙市和合字坪立１７７,39.4380165735,140.509523384,1,0,0,1,0,0,0,0,0,1
７号線能代店,秋田県能代市高塙１１６,40.1845139773,140.051499437,1,0,1,0,1,0,0,0,0,1
７号線秋田飯島店,秋田県秋田市飯島道東３－６－５５,39.7842504033,140.065198003,1,0,1,0,1,1,0,0,0,1
山形やよい町店,山形県山形市やよい１－１－１,38.2539033419,140.309937267,0,0,1,1,1,0,0,0,0,1
米沢店,山形県米沢市金池５－７－１０,37.9239862652,140.116226212,0,0,1,0,1,0,0,0,0,1
１３号天童店,山形県天童市東久野本３－７－５０,38.3734093633,140.382858957,0,0,1,0,1,0,0,0,0,1
イオン酒田南店,山形県酒田市あきほ町１２０－１,38.8926815599,139.852149306,1,0,1,0,1,0,0,0,0,1
イオン山形北店,山形県山形市馬見ヶ崎２－１２－１９,38.2832574947,140.331165165,0,0,0,1,0,0,0,0,0,1
イオン東根店,山形県東根市さくらんぼ駅前３－７－１５,38.4273190815,140.387783785,0,0,0,1,0,0,0,0,0,1
米沢ヨークベニマル店,山形県米沢市駅前３－１－８８,37.9124561881,140.125265114,0,0,0,0,0,0,0,0,0,1
イオンモール山形南店,山形県山形市若宮３－７－８,38.227278242,140.305410838,0,0,0,0,0,0,0,0,0,1
イオンモール三川店,山形県東田川郡三川町猪子字和田庫１２８,38.8158630955,139.834412829,1,0,0,1,0,0,0,0,0,1
成沢ヨークベニマル店,山形県山形市成沢西１－６－１７,38.2093578711,140.316899553,0,0,0,0,0,0,0,0,0,1
新庄ヨークベニマル店,山形県新庄市五日町字清水川１３０５－５,38.7705468446,140.308797305,0,0,0,0,0,0,0,0,0,1
鶴岡ＩＺＭＯ店,山形県鶴岡市東新斎町７－７１,38.7356481335,139.8186216,1,0,1,0,1,0,1,0,0,1
２８６山形鉄砲町店,山形県山形市鉄砲町２－２０－３１,38.2348048269,140.332874483,1,0,1,0,1,0,0,0,0,1
酒田こぴあコープ店,山形県酒田市泉町１－１５,38.9349580959,139.845942024,1,0,1,0,1,0,0,0,1,1
寒河江店,山形県寒河江市大字寒河江字赤田７１－１,38.3735093627,140.287068157,0,0,1,0,1,0,0,1,0,1
１１２鶴岡店,山形県鶴岡市伊勢横内字畑福８４－１,38.7144369678,139.846462911,1,0,1,0,1,0,0,0,1,1
上山ヨークタウン店,山形県上山市仙石字梅ノ木７８０－１,38.1511585196,140.288555265,1,0,1,0,1,0,0,0,0,1
イオンモール天童店,山形県天童市芳賀タウン北４－１－１,38.342695123,140.362728813,0,0,0,1,0,0,0,0,0,1
郡山並木店,福島県郡山市並木１－５－１９,37.4085576956,140.366016034,1,0,1,1,1,0,0,1,0,1
いわき湯本店,福島県いわき市常磐下船尾町古内２８９－７,36.9873039627,140.869179048,1,1,1,0,1,0,0,0,0,1
１１５方木田店,福島県福島市方木田字水口１－４１,37.7399160943,140.447124437,1,0,1,0,1,0,0,1,0,1
福島駅西口ショッピングセンター店,福島県福島市栄町１－１,37.7538267696,140.458748911,0,0,0,0,1,0,0,0,0,1
会津若松店,福島県会津若松市滝沢町６－２５,37.5051351883,139.941186005,1,0,1,0,1,0,0,0,0,1
いずみコープ店,福島県福島市森合字清水７,37.7720469618,140.441686507,0,0,0,0,0,0,0,0,0,1
イオン福島店,福島県福島市南矢野目字西荒田５０－１７,37.7881108607,140.458166295,0,0,0,0,0,0,0,0,0,1
イオンタウン郡山店,福島県郡山市松木町２－８８,37.3891996883,140.387443381,0,0,0,0,1,0,0,0,0,1
あだたらコープ店,福島県二本松市油井字中田１－１,37.6042417872,140.459978617,0,0,0,0,0,0,0,0,0,1
荒井ヨークベニマル店,福島県郡山市安積町荒井字西原１,37.3686761679,140.356557232,0,0,0,0,0,0,0,0,0,1
会津アピオ店,福島県会津若松市インター西１１６,37.5202219271,139.916535533,1,0,0,0,0,0,0,0,0,1
伊達ヨークベニマル店,福島県伊達市前川原５５,37.8208390315,140.506536175,0,0,0,0,0,0,0,0,0,1
郡山富田カインズホーム店,福島県郡山市富田町字上田向２８－１,37.4230533098,140.367947445,1,0,0,0,0,0,0,0,0,1
郡山新さくら通り店,福島県郡山市土瓜１－５７,37.3994300495,140.333649787,1,0,1,0,1,0,0,0,0,1
イオン白河西郷店,福島県西白河郡西郷村大字小田倉字岩下１１－１,37.1211919815,140.177694361,0,0,0,1,0,0,0,0,0,1
ザ・モール郡山店,福島県郡山市長者１－１－５６,37.3983656491,140.370188072,0,0,0,1,0,0,0,0,0,1
門田ヨークベニマル店,福島県会津若松市天神町２２－１２,37.4800170537,139.934338263,0,0,0,1,0,0,0,0,0,1
平イトーヨーカドー店,福島県いわき市平６－６－２,37.0575801116,140.897800723,0,0,0,1,0,0,0,0,0,1
郡山フェスタ店,福島県郡山市日和田町字小原一番地,37.4440672616,140.376829355,0,0,0,0,0,0,0,0,0,1
郡山駅西口店,福島県郡山市駅前１－２,37.3972635025,140.388027139,0,0,0,0,1,0,0,0,0,0
イオンタウン須賀川店,福島県須賀川市字古河１０５,37.2986708478,140.385771428,1,0,0,1,0,0,0,0,0,1
会津若松アピタ店,福島県会津若松市幕内南町９－１０,37.4839121578,139.904474572,1,0,0,0,0,0,0,0,0,1
いわき小名浜店,福島県いわき市小名浜岡小名１９－２,36.9601666393,140.903671194,1,0,1,0,1,0,0,0,0,1
郡山駅東ショッピングセンター店,福島県郡山市向河原町４－６１,37.401471849,140.39572601,1,0,1,0,1,0,0,0,0,1
