name,address,lat,lng,wifi,allHours,drive,hundred,morning,barista,birthday,playRand,adventure,parking
ララガーデン川口店,埼玉県川口市宮町１８－９,35.8053050219,139.698461999,0,0,0,1,0,0,0,0,0,1
三郷三丁目店,埼玉県三郷市三郷３－１２－３,35.846069195,139.880201556,1,1,1,0,1,0,0,0,1,1
菖蒲モラージュ店,埼玉県久喜市菖蒲町菖蒲６００５－１,36.0756543124,139.609989687,1,0,0,0,0,0,0,0,0,1
ららぽーと新三郷店,埼玉県三郷市新三郷ららシティ３－１－１,35.8587796603,139.868182616,1,0,0,1,1,0,0,0,0,1
４号線草加西町店,埼玉県草加市西町６０－１,35.8266795933,139.79307475,1,0,1,1,1,0,0,0,1,1
熊谷駅前店,埼玉県熊谷市筑波２－１０２Ｓｊビルディング１・２階,36.1404713141,139.389092355,1,0,0,0,1,0,0,0,0,0
川口南町店,埼玉県川口市南町２－７－１１,35.8048724026,139.702557223,0,0,1,1,1,0,0,0,0,1
４０７バイパス高坂店,埼玉県東松山市あずま町２－８－２,36.0047427736,139.408327879,0,0,1,0,1,0,0,0,0,1
越谷レイクタウン店,埼玉県越谷市レイクタウン２－１－１,35.8839376307,139.815676615,1,1,1,1,1,0,1,0,1,1
朝霞三原店,埼玉県朝霞市三原１－１－１１,35.806876591,139.576787856,1,1,1,1,1,0,0,0,0,1
４号線草加清門町店,埼玉県草加市清門町２７０－１,35.8512482741,139.78508499,0,1,1,1,1,0,0,0,1,1
１４０秩父店,埼玉県秩父市上野町４－３,35.9966460059,139.087897358,1,0,1,0,1,0,0,0,1,1
２９９バイパス飯能店,埼玉県飯能市中山３３５－２,35.8613822631,139.322139916,0,0,1,0,1,0,1,0,1,1
八潮駅前店,埼玉県八潮市大瀬１－１１－１３,35.8096623464,139.844797986,1,0,1,1,1,0,0,0,0,1
桶川下日出谷店,埼玉県桶川市下日出谷西１－３３－７,35.9953005754,139.54579289,1,0,1,0,1,0,1,0,1,1
三郷中央店,埼玉県三郷市谷中三尺上４７１－１,35.8283985975,139.876872556,0,0,1,1,1,0,0,0,1,1
イオン大井店,埼玉県ふじみ野市ふじみ野１－２－１,35.8597561712,139.514230787,0,0,0,1,0,0,0,0,0,1
鷲宮アリオ店,埼玉県久喜市久本寺字谷田７－１,36.0786039594,139.660891604,0,0,0,0,0,0,0,0,0,1
４号線幸手店,埼玉県幸手市大字上高野２０２６－１,36.0525356449,139.717034263,1,1,1,1,1,0,0,0,1,1
２５４和光店,埼玉県和光市本町２７－２１,35.7848992106,139.602810967,1,1,1,1,1,0,0,0,0,1
深谷上柴店,埼玉県深谷市上柴町東５－７－５,36.1786033134,139.303803681,1,0,1,1,1,0,0,0,1,1
にっさい花みず木店,埼玉県坂戸市にっさい花みず木３－２０－１,35.9692115982,139.369599575,1,0,1,1,1,0,0,1,1,1
１６号入間宮寺店,埼玉県入間市宮寺２３２２－１１,35.8000963315,139.371326497,1,0,1,1,1,0,0,0,1,1
イオンモール春日部店,埼玉県春日部市下柳４２０－１,35.9878496131,139.788669128,0,0,0,1,0,0,0,0,0,1
大宮本郷店,埼玉県さいたま市北区本郷町８６０,35.946050395,139.621381209,0,0,1,1,1,1,0,0,0,1
上尾アリオ店,埼玉県上尾市大字壱丁目３６７,35.9613985549,139.565665622,1,0,0,0,0,0,0,0,1,1
１４０熊谷広瀬店,埼玉県熊谷市広瀬１５５－１,36.1526921617,139.358431988,1,1,1,1,1,1,0,0,1,1
日高下鹿山店,埼玉県日高市下鹿山１０－１,35.8984277175,139.350627381,1,0,1,1,1,0,1,0,1,1
４０７東松山店,埼玉県東松山市新宿町１－１,36.0370087947,139.417028328,1,0,1,1,1,1,0,0,0,1
イオンモール与野店,埼玉県さいたま市中央区本町西５－２－９イオンモール与野１Ｆ,35.8913636361,139.615341439,1,0,0,1,0,0,0,0,0,1
１７号籠原新堀店,埼玉県熊谷市新堀８６１－１,36.1782690894,139.331396324,1,0,1,1,1,0,0,0,0,1
富士見ららぽーと店,埼玉県富士見市山室１－１３１３,35.8578064898,139.549127054,1,0,0,1,1,0,0,0,0,1
イオンレイクタウンＫＡＺＥ店,埼玉県越谷市レイクタウン４－２－２イオンレイクタウンＫＡＺＥ１階１１２区画,35.8783371338,139.825337965,1,0,0,1,0,0,0,0,0,1
川越上寺山店,埼玉県川越市上寺山３８４－１,35.9305497168,139.46823464,1,0,1,1,1,0,0,0,0,1
久喜インター店,埼玉県久喜市上早見１６９－１,36.0671127121,139.659095838,1,1,1,1,1,0,1,0,0,1
本八幡南口店,千葉県市川市南八幡４－６－１,35.7203671028,139.926611044,1,1,0,0,1,0,0,0,0,0
千葉富士見町店,千葉県千葉市中央区富士見町２－４－１４,35.6108731292,140.116418011,1,1,0,1,1,0,0,0,0,0
１４号幸町店,千葉県千葉市美浜区幸町２－２４－１川島屋幸町ビル,35.6192899877,140.096747945,1,0,1,1,1,0,0,1,0,1
１４号幕張店,千葉県千葉市花見川区幕張町１－７７８５－１,35.6624945597,140.044457566,1,1,1,1,1,0,1,1,0,1
柏店,千葉県柏市柏１－２－３１,35.8612243958,139.971574565,0,0,0,0,1,0,0,0,0,0
京成船橋店,千葉県船橋市本町１－５－３,35.7001409755,139.985985439,1,1,0,1,1,0,0,0,0,0
津田沼駅前店,千葉県船橋市前原西２－１４－８津田沼パスタ１Ｆ,35.6918270112,140.020677003,1,0,0,0,1,0,0,0,0,0
６号新松戸店,千葉県松戸市二ッ木１７８２－１,35.8172278547,139.926310477,0,0,1,1,1,0,0,0,0,1
浦安店,千葉県浦安市北栄１－１５－１３,35.6656057051,139.893408569,1,0,0,1,1,0,0,0,0,0
１６号野田店,千葉県野田市鶴奉１９,35.9583069193,139.873989733,0,1,1,1,1,0,0,1,0,1
１６号穴川店,千葉県千葉市稲毛区園生町３７２－１,35.649917397,140.117913805,1,0,1,1,1,0,0,1,0,1
１６号木更津店,千葉県木更津市請西１－１８－３１,35.3718819392,139.932436465,1,1,1,1,1,0,0,1,0,1
行徳店,千葉県市川市行徳駅前２－１－３０,35.6834175895,139.914068044,1,1,0,0,1,0,0,0,1,0
成田駅前店,千葉県成田市花崎町８１６－２,35.7775559078,140.315368307,1,1,0,1,1,0,0,0,0,0
君津店,千葉県君津市南子安８－２－３２,35.3294620231,139.924108019,0,0,1,1,1,0,0,1,1,1
茂原店,千葉県茂原市茂原８５－１,35.4273760726,140.287254614,0,1,1,1,1,0,0,0,1,1
柏駅前通り店,千葉県柏市柏１－５－２１,35.8610519443,139.972651425,1,0,0,1,1,0,0,0,0,0
１６号柏店,千葉県柏市十余二２７６－３７,35.8824035113,139.965515327,1,0,1,0,1,0,0,0,0,1
南柏店,千葉県柏市南柏２－９－１５,35.847331594,139.953845803,1,0,1,0,1,0,0,1,0,1
四街道店,千葉県四街道市四街道１－２－３,35.6630027472,140.164734595,0,0,0,0,1,0,0,0,0,0
流山店,千葉県流山市下花輪１４０５－１,35.866865799,139.903038213,0,0,1,1,1,0,0,0,0,1
５１号若松町店,千葉県千葉市若葉区若松町２１２５－１,35.6351644894,140.164944316,1,1,1,1,1,0,0,0,1,1
幕張テクノガーデン店,千葉県千葉市美浜区中瀬１－３,35.6508783076,140.042328493,1,0,0,1,1,0,0,0,0,0
二和向台店,千葉県船橋市二和東６－２０－１,35.7557166015,140.024740736,1,0,1,0,1,0,0,0,0,1
イオン稲毛店,千葉県千葉市稲毛区小仲台１－４－２０イオンＧＦ,35.6367599335,140.09537291,0,0,0,0,0,0,0,0,0,1
新浦安駅前店,千葉県浦安市入船１－５－１,35.6494249955,139.913028947,0,0,0,0,1,0,0,0,0,1
１６号沼南店,千葉県柏市大津ケ丘１－５７－３,35.8404792762,140.004004602,1,0,1,1,1,0,1,1,1,1
南流山店,千葉県流山市鰭ケ崎１１－６,35.8401083627,139.906846478,1,1,1,0,1,0,0,0,0,1
佐原店,千葉県香取市北２－１４－３,35.8993620973,140.494094584,1,0,1,0,1,0,0,0,0,1
大網店,千葉県大網白里市みやこ野２－１－６,35.5202484364,140.31740083,0,0,1,0,1,0,0,0,0,1
平成通り市原店,千葉県市原市五井東３－４８－４,35.5164949861,140.101662228,0,1,1,1,1,0,0,0,0,1
薬円台店,千葉県船橋市薬円台５－２０－１１,35.7093300176,140.04034074,1,0,1,1,1,0,0,0,0,1
我孫子駅前店,千葉県我孫子市本町２－２－７,35.8721006567,140.012190117,1,0,0,1,1,0,1,1,1,0
千葉東寺山店,千葉県千葉市中央区東千葉３－１４－２０,35.6276717936,140.126518145,0,0,1,0,1,0,0,0,1,1
イオンモール富津店,千葉県富津市青木１－５－１,35.3300232158,139.84601098,0,0,0,0,1,0,0,0,0,1
千葉都町店,千葉県千葉市中央区都町２－３３－１０,35.6106011388,140.144489539,1,1,1,0,1,0,0,0,0,1
イオン鎌取店,千葉県千葉市緑区おゆみ野３－１６ゆみーる鎌取店内,35.5617958421,140.177680375,0,0,0,0,1,0,0,0,0,1
五香店,千葉県松戸市五香１－１１－１２,35.7953248145,139.969307995,1,0,1,1,1,0,0,0,0,1
茂原街道古市場店,千葉県千葉市緑区古市場町６２０－１,35.5465722449,140.14577146,0,1,1,0,1,0,0,0,1,1
成田ニュータウン店,千葉県成田市飯田町字西向野１４３－７,35.7683776098,140.299169774,1,1,1,0,1,0,0,0,0,1
鴨川店,千葉県鴨川市横渚１１０１－２,35.1091952572,140.101936474,0,0,1,0,1,0,0,0,0,1
成田空港第２ターミナル店,千葉県成田市古込字古込１－１成田空港第２旅客ターミナル,35.7740932855,140.388417558,0,0,0,0,1,0,0,0,0,0
３５６印西店,千葉県印西市大森２５３１－１,35.8337908225,140.146185319,1,0,1,0,1,0,0,1,0,1
京成千葉中央店,千葉県千葉市中央区富士見２－２３－９,35.6082554191,140.118333233,1,0,0,0,1,0,0,0,0,0
５１号酒々井店,千葉県印旛郡酒々井町酒々井８８９－１６,35.7335160721,140.272222642,1,0,1,0,1,0,0,0,0,1
四街道大日店,千葉県四街道市大日３１９－１,35.6727213168,140.162466336,0,1,1,0,1,0,0,0,1,1
市川コルトンプラザ店,千葉県市川市鬼高１－１－１,35.7170962706,139.93362447,0,0,0,1,1,0,0,0,0,1
野田みずきいなげや店,千葉県野田市みずき２－１２,35.9234742196,139.885569059,0,0,0,1,0,0,0,0,0,1
２９６富里店,千葉県富里市七栄１３０－２５,35.7378420362,140.315389097,1,1,1,0,1,0,0,0,0,1
木更津マックスバリュー店,千葉県木更津市太田４－１８,35.3764956222,139.944092519,0,0,0,0,1,0,0,0,0,1
西船橋駅前店,千葉県船橋市西船４－２２－４,35.7083845947,139.958806576,1,1,0,0,1,0,0,0,0,0
北国分店,千葉県市川市堀之内３－３０－１８,35.7644497976,139.911794406,1,0,1,0,1,0,0,0,0,1
北松戸店,千葉県松戸市上本郷８８９－３,35.8002452089,139.911739904,0,0,0,0,1,0,0,0,0,0
銚子駅前店,千葉県銚子市西芝町１３－１９,35.7305535368,140.827877363,1,0,0,0,1,0,0,0,0,0
４０９八街店,千葉県八街市文違字文違野３０１－３４３３,35.6859177431,140.310881597,1,0,1,0,1,0,0,0,0,1
京成大久保店,千葉県習志野市大久保１－２４－１,35.6864286391,140.048265441,1,0,0,0,1,0,0,0,0,0
２９６八千代パルル店,千葉県八千代市大和田新田４１１,35.7238985992,140.089658196,1,0,1,0,1,0,0,0,0,1
新松戸コモディイイダ店,千葉県松戸市新松戸５－１３４,35.8282305493,139.907382471,1,0,0,0,0,0,0,0,0,1
幕張イトーヨーカドー店,千葉県千葉市花見川区幕張町４－４１７－２５,35.6559713075,140.051198092,0,0,0,1,0,0,0,0,0,1
柏インター店,千葉県柏市大青田７４１－１,35.9103659492,139.935995861,0,0,1,0,1,0,0,0,0,1
下総中山駅前店,千葉県船橋市本中山２－１６－１,35.7148440076,139.943341515,0,0,0,0,1,0,0,0,0,1
イオン八街店,千葉県八街市文違字文違野３０１－３－６,35.6812480555,140.313317137,1,0,0,0,0,0,0,0,0,1
館山おどや店,千葉県館山市北条８０６－５,34.9912467959,139.873334477,0,0,1,0,1,0,0,0,0,1
おゆみ野店,千葉県千葉市緑区おゆみ野中央３－２３－３,35.5517617703,140.170376119,0,0,1,0,1,0,0,1,0,1
上総牛久店,千葉県市原市牛久１０４８－２,35.4003535929,140.144584656,0,0,1,0,1,0,0,0,0,1
姉崎店,千葉県市原市迎田字中田５１－３,35.4655041816,140.045020723,0,0,1,0,1,0,0,0,0,1
１２６横芝店,千葉県山武郡横芝光町横芝８０９－１,35.6604219774,140.484049985,1,0,1,0,1,0,1,1,1,1
イオン市川妙典店,千葉県市川市妙典４－４－１,35.692074465,139.927068814,1,0,0,0,0,0,0,0,0,1
東松戸駅前店,千葉県松戸市東松戸３－１－１５,35.7700275019,139.942716,1,1,1,0,1,0,0,0,0,1
京成津田沼店,千葉県習志野市津田沼４－９－１２,35.6827922573,140.023045502,1,0,0,0,1,0,0,0,0,1
稲毛マリンピア店,千葉県千葉市美浜区高洲３－１３－１,35.6285674915,140.073688964,0,0,0,1,0,0,0,0,0,1
新松戸駅前店,千葉県松戸市新松戸１－４８２森谷ビル,35.8261069857,139.920882799,1,0,0,1,1,0,0,0,0,0
イオン北小金店,千葉県松戸市小金１番地,35.8328565142,139.931607725,0,0,0,0,0,0,0,0,0,1
青葉台ヨークマート店,千葉県柏市青葉台２－１７－８,35.8122053908,139.958177975,0,0,0,0,0,0,0,0,0,1
東深井店,千葉県流山市東深井２６２－１,35.9104620401,139.904792955,0,0,1,0,1,0,0,0,0,1
船橋飯山満店,千葉県船橋市飯山満町１－２６１,35.7145170382,140.013276712,0,1,1,0,1,0,0,0,0,1
千葉寺リブレ京成店,千葉県千葉市中央区千葉寺町９１７,35.5899145186,140.132230299,0,0,0,0,0,0,0,0,0,1
妙典駅店,千葉県市川市富浜１－１４－１,35.6917125101,139.92516649,1,0,0,0,1,0,0,0,0,0
高柳店,千葉県柏市高柳４７１－１,35.8124034006,140.00876923,1,0,1,0,1,0,0,0,0,1
浦安富士見店,千葉県浦安市富士見１－６－２２,35.6519055376,139.891860086,1,1,1,1,1,0,0,0,0,1
１６号袖ケ浦店,千葉県袖ケ浦市福王台２－１２－１８,35.4299671267,139.964734202,0,0,1,0,1,0,0,0,0,1
１６号島田台店,千葉県八千代市島田台８８２－１,35.7683485674,140.098716177,1,0,1,0,1,0,0,0,0,1
大網街道土気店,千葉県千葉市緑区高津戸町１００－１,35.5329745699,140.257889496,0,0,1,0,1,0,0,1,0,1
都賀駅前店,千葉県千葉市若葉区都賀３－２－５,35.6355415224,140.149214241,1,0,0,0,1,0,0,0,0,0
津田沼イトーヨーカドー店,千葉県習志野市津田沼１－１０－３０,35.6898370506,140.024145957,0,0,0,0,0,0,0,0,0,1
新柏ヨークマート店,千葉県柏市名戸ケ谷８８８－１,35.8428089306,139.980360125,0,0,0,0,0,0,0,0,0,1
イオン千葉ニュータウン店,千葉県印西市中央北３－１－１,35.8023759828,140.11388545,1,0,0,1,1,0,0,0,0,1
長沼ワンズモール店,千葉県千葉市稲毛区長沼町３３０－５０,35.6566149931,140.118466265,1,0,0,1,0,0,0,0,0,1
市川ショップス店,千葉県市川市鬼高３－２８－１６,35.7094219623,139.937567501,1,0,0,1,0,0,0,0,0,1
新習志野ミスターマックス店,千葉県習志野市茜浜２－１９－２２,35.6662205014,140.012446792,0,0,0,0,1,0,0,0,0,1
国分寺台せんどう店,千葉県市原市国分寺中央６－１０－２,35.5030582366,140.114881375,0,0,0,0,0,0,0,0,0,1
１２６旭店,千葉県旭市ニ３１６８－１,35.7235602461,140.639042961,0,0,1,0,1,0,0,0,1,1
花見川店,千葉県千葉市花見川区作新台１－１－１,35.6884423079,140.089699075,1,1,1,0,1,0,0,0,0,1
大多喜オリブ店,千葉県夷隅郡大多喜町船子８６１,35.2883932022,140.253619122,1,0,0,0,0,0,0,0,0,1
八柱イトーヨーカドー店,千葉県松戸市日暮１－１５,35.7909008991,139.939537367,0,0,0,1,0,0,0,0,0,1
松戸高塚マミーマート店,千葉県松戸市高塚新田１６０,35.7481118824,139.941556709,0,0,0,0,0,0,0,0,0,1
北松戸ベルクス店,千葉県松戸市栄町２－７６－２,35.7997311713,139.904067243,0,0,0,0,0,0,0,0,0,1
船橋イトーヨーカドー店,千葉県船橋市本町７－６－１,35.7030744891,139.984298797,0,0,0,1,0,0,0,0,0,1
イオンモール成田店,千葉県成田市ウイング土屋２４,35.7956886509,140.317517105,0,0,0,1,0,0,0,0,0,1
南行徳駅前店,千葉県市川市相之川４－１４－５,35.6725281799,139.90078211,1,0,0,0,1,0,0,0,0,0
南柏駅前店,千葉県柏市南柏中央３－２,35.8440894635,139.953997311,1,0,0,0,1,0,0,0,0,0
北方町店,千葉県市川市北方町４－１４６３－３,35.7376239603,139.954262167,1,0,1,0,1,0,0,1,0,1
浦安東野ヤオコー店,千葉県浦安市東野２－２９４－２,35.6476930039,139.893656214,0,0,0,0,0,0,0,0,0,1
千葉ニュータウンジョイフル本田店,千葉県印西市牧の原２－１,35.8068526868,140.15436656,0,0,0,0,0,0,0,0,0,1
柏髙島屋ステーションモール店,千葉県柏市末広町１－１,35.8624025619,139.970299347,1,0,0,0,1,0,0,0,0,1
成田空港第１ターミナル店,千葉県成田市三里塚御料牧場１－１成田空港第一旅客ターミナル中央ビル４Ｆ,35.7641659526,140.38421943,0,0,0,0,1,0,0,0,0,0
おゆみ野ミスターマックス店,千葉県千葉市緑区おゆみ野中央２－３－１,35.5554063926,140.161216189,0,0,0,0,0,0,0,0,0,1
イオンモール津田沼店,千葉県習志野市津田沼１－２３－１,35.6908377573,140.023624849,0,0,0,1,0,0,0,0,0,1
ユーカリプラザ店,千葉県佐倉市ユーカリが丘４－１ユーカリプラザ内２Ｆ,35.7225716527,140.156005691,1,0,0,0,0,0,0,0,1,1
イオンタウン野田七光台店,千葉県野田市七光台４－２,35.9817509214,139.852793358,0,0,0,0,1,0,0,0,0,1
ららぽーとＴＯＫＹＯ‐ＢＡＹ北館,千葉県船橋市浜町２－１－１,35.6856808173,139.991938575,1,0,0,1,1,0,0,0,0,1
イオンモール八千代緑が丘店,千葉県八千代市緑が丘２－１－３,35.7282948672,140.072624459,1,0,0,1,0,0,0,0,0,1
蘇我ホームズ店,千葉県千葉市中央区川崎町５５－３,35.5853061976,140.123808697,0,0,0,1,0,0,0,0,0,1
成田ユアエルム店,千葉県成田市公津の杜４－５,35.7599509782,140.296286473,0,0,0,1,0,0,0,0,0,1
大網街道赤井店,千葉県千葉市中央区赤井町７４１,35.5757787523,140.168633352,0,0,1,0,1,0,0,0,1,1
木下街道馬込沢店,千葉県船橋市馬込町８０１－７,35.7417662674,139.995343794,1,1,1,0,1,0,0,0,0,1
１２６八日市場店,千葉県匝瑳市八日市場イ８０－１,35.700105475,140.551301031,0,0,1,0,1,0,1,0,1,1
イオンモール柏店,千葉県柏市豊町２－５－２５,35.8521084921,139.961783268,1,0,0,1,0,0,0,0,0,1
イオンモール千葉ニュータウン店,千葉県印西市中央北３－２,35.802140969,140.112398363,0,0,0,1,0,0,0,0,0,1
成田空港第１中央ゲートエリア店,千葉県成田市三里塚御料牧場１－１成田空港第１旅客ターミナル中央ビル新館３,35.7634474531,140.385354919,0,0,0,0,1,0,0,0,0,0
柏の葉キャンパス駅前店,千葉県柏市若柴１７４,35.8941207329,139.95270316,1,0,0,1,1,0,0,0,0,0
新鎌ヶ谷駅前店,千葉県鎌ケ谷市新鎌ヶ谷２－９－１,35.7801398556,140.000131275,1,0,0,0,1,0,0,0,0,0
イオンタウン館山店,千葉県館山市八幡５４５－１,35.0062183828,139.859882248,0,0,0,1,0,0,0,0,0,1
１２８岬ショッピングガーデン店,千葉県いすみ市岬町井沢１８５８－１,35.2893301866,140.393318743,1,0,1,0,1,0,0,0,0,1
ユニモちはら台店,千葉県市原市ちはら台西３－４,35.5279122571,140.171688081,0,0,0,0,0,0,0,0,0,1
２９６志津店,千葉県佐倉市井野１４７３－５,35.7177769588,140.137126927,1,1,1,0,1,0,0,0,0,1
パサール幕張上り店,千葉県千葉市花見川区幕張町２－２６５１－１ＰＡＳＡＲ幕張上り線内,35.6696917825,140.053879255,1,1,0,1,1,0,0,0,0,1
津田沼モリシア店,千葉県習志野市谷津１－１６－１,35.6898985862,140.0195369,1,0,0,0,1,0,0,0,0,1
西白井店,千葉県鎌ケ谷市初富８５５‐５,35.7805086028,140.027299234,1,0,1,0,1,0,0,0,0,1
市原青柳店,千葉県市原市青柳北３－１－１,35.507994597,140.062037027,0,0,1,0,1,0,0,0,0,1
北習志野駅店,千葉県船橋市習志野台２－１－６,35.7216922891,140.042215358,1,0,0,0,1,0,0,0,0,0
４６４印西牧の原店,千葉県印西市牧の原１－３,35.8052275382,140.162635371,1,0,1,0,1,0,0,0,0,1
１４号稲毛店,千葉県千葉市美浜区稲毛海岸４－１－１２,35.6376493583,140.077735477,1,0,1,1,1,0,0,0,0,1
佐倉寺崎店,千葉県佐倉市寺崎北４－１１－５,35.7130412852,140.215749916,1,1,1,0,1,0,0,0,1,1
柏酒井根店,千葉県柏市酒井根２－２－８,35.8235326909,139.967176473,0,1,1,0,1,0,0,0,0,1
１２６成東店,千葉県山武市成東４９４－１,35.6007332581,140.407761899,1,0,1,0,1,0,0,0,1,1
平成通り長浦店,千葉県袖ケ浦市長浦駅前４－１１－９,35.4429556044,140.003790385,0,0,1,0,1,0,0,0,1,1
１６号柏桜台店,千葉県柏市柏９１２－１,35.8611319642,139.984002958,1,0,1,0,1,0,0,0,0,1
君津中富店,千葉県君津市中富９６５－１,35.333542666,139.881941417,0,1,1,0,1,0,0,0,0,1
１６号八千代村上店,千葉県八千代市村上南３－１－１,35.722908041,140.11628626,1,1,1,0,1,0,0,0,0,1
船橋日大前店,千葉県船橋市坪井東１－１－２０,35.7260661638,140.059918959,1,0,1,0,1,0,0,0,0,1
イオンモール船橋店,千葉県船橋市山手１－１－８,35.7120958101,139.978195616,1,0,0,1,1,0,0,0,0,1
流山おおたかの森店,千葉県流山市西初石６－８２９－７,35.869224501,139.926563063,1,1,1,0,1,0,0,0,0,1
４６４鎌ヶ谷店,千葉県鎌ケ谷市中央１－８－１３,35.7737508684,140.00071954,0,0,1,0,1,0,0,0,0,1
木更津金田店,千葉県木更津市中島１７２－１,35.4315300213,139.934074508,0,0,1,0,1,0,0,0,0,1
３５６小見川店,千葉県香取市八日市場字小船津９０３－１,35.8596461395,140.600299769,1,0,1,1,1,1,0,0,0,1
４０８成田美郷台店,千葉県成田市美郷台１－１９－１３,35.79508248,140.312817527,1,0,1,1,1,1,0,0,1,1
松戸駅前店,千葉県松戸市松戸１２３０－１ピアザ松戸ビル３階,35.7837381675,139.900975376,1,0,0,1,1,0,0,0,0,0
ららぽーとＴＯＫＹＯ‐ＢＡＹ西館,千葉県船橋市浜町２－１－１,35.6865323022,139.988739645,0,0,0,1,0,0,0,0,0,1
１２６東金店,千葉県東金市南上宿字１０－１３,35.5534318251,140.364393029,1,1,1,1,1,0,0,0,1,1
東習志野店,千葉県習志野市東習志野７－１－１,35.6974285095,140.068707988,1,1,1,1,1,0,0,1,0,1
イオンモール幕張新都心店,千葉県千葉市美浜区豊砂１－１イオンモール幕張新都心グランド,35.6529875464,140.033175294,1,0,0,1,0,0,0,0,0,1
セブンパークアリオ柏店,千葉県柏市大島田１－６－１,35.8335391954,140.013199938,0,0,0,1,0,0,0,0,0,1
代々木店,東京都渋谷区代々木１－３６,35.6838726725,139.701259703,1,0,0,1,1,0,0,0,0,0
吉祥寺店,東京都武蔵野市吉祥寺本町１－９－１２,35.7039005079,139.579722017,1,1,0,1,1,0,0,0,0,0
荻窪西口店,東京都杉並区上荻１－１０－１２,35.7048167246,139.618835595,1,1,0,1,1,0,0,0,0,0
国立店,東京都国立市中１－９－３４,35.6981112157,139.445948645,1,0,0,1,1,0,0,0,0,0
大門店,東京都港区芝大門２－３－１,35.656674918,139.753876879,1,1,0,0,1,0,0,0,0,0
王子店,東京都北区王子１－４－１,35.7531514113,139.738217942,0,0,0,1,1,0,0,0,0,0
方南町店,東京都杉並区方南町２－１９－９,35.683761821,139.658481399,1,1,0,0,1,0,0,0,1,0
学芸大店,東京都目黒区鷹番３－７－９,35.6293639218,139.684648298,1,1,0,0,1,0,0,0,0,0
亀有北口店,東京都葛飾区亀有５－３４－３,35.767253878,139.848008319,0,1,0,1,1,0,0,0,0,0
三軒茶屋店,東京都世田谷区太子堂４－２３－３,35.6437755374,139.670647522,1,1,0,1,1,0,0,0,0,0
赤羽東口店,東京都北区赤羽１－１４－１,35.7793357767,139.721011127,1,1,0,1,1,0,0,0,0,0
豊田店,東京都日野市多摩平２－２－１,35.6601996219,139.381664247,0,1,0,1,1,0,0,1,0,0
武蔵小山店,東京都品川区小山３－２３－１,35.6188378726,139.705048652,1,1,0,0,1,0,0,0,0,0
大山店,東京都板橋区大山町５－１ナカツボビル,35.7483751478,139.702027879,1,1,0,0,1,0,0,0,0,0
町屋店,東京都荒川区荒川７－５０－９センターまちや１Ｆ,35.7424143109,139.780558109,1,1,0,1,1,0,0,0,1,0
中野北口サンモール店,東京都中野区中野５－６６－１,35.7075446091,139.66559373,1,1,0,1,1,0,0,0,0,0
巣鴨店,東京都豊島区巣鴨３－３１－７,35.7342304601,139.737178237,1,1,0,1,1,0,0,0,0,0
自由が丘店,東京都目黒区自由が丘２－１１－９,35.6075853632,139.667605616,1,1,0,1,1,0,0,0,0,0
阿佐ヶ谷店,東京都杉並区阿佐ヶ谷南２－１７－８,35.704784431,139.636856285,1,1,0,0,1,0,0,0,0,0
新小岩南口店,東京都葛飾区新小岩１－４６－２,35.7170342644,139.858688886,0,0,0,1,1,0,0,0,0,0
成増店,東京都板橋区成増２－１４,35.7774780611,139.632426243,1,1,0,1,1,0,0,0,0,0
新青梅田無店,東京都西東京市西原町２－２－１１,35.7337639282,139.532113765,1,1,1,1,1,0,0,0,1,1
ひばりが丘店,東京都西東京市ひばりが丘１－１－２,35.7513247684,139.544180089,1,0,0,1,1,0,0,1,0,0
大泉学園店,東京都練馬区東大泉１－３０－６,35.7501279666,139.586156283,0,1,0,1,1,0,0,0,1,0
西台店,東京都板橋区高島平１－７９－１８,35.7862181812,139.673794591,1,0,0,1,1,0,0,1,0,0
１６号八王子店,東京都八王子市万町５３－１,35.6517484756,139.333779223,1,1,1,1,1,0,1,0,1,1
西荻窪店,東京都杉並区西荻南３－２４－１,35.7038699577,139.600648292,1,1,0,0,1,0,0,0,0,0
吉祥寺南口店,東京都武蔵野市吉祥寺南町１－１－１,35.702829234,139.579507633,1,1,0,1,1,0,0,0,0,0
八王子三崎町店,東京都八王子市三崎町４－８,35.6575820634,139.336777625,1,1,0,1,1,0,0,0,0,0
池袋西口店,東京都豊島区西池袋１－１９－７のとや会館,35.7311534023,139.709597094,1,1,0,1,1,0,0,0,0,0
西新井店,東京都足立区梅島３－３２－６,35.7775100691,139.790562231,1,0,0,0,1,0,0,0,0,0
赤羽公園店,東京都北区赤羽２－３－１０,35.7790078378,139.72398811,0,0,0,0,1,0,0,0,0,0
南新宿店,東京都渋谷区代々木２－６－７,35.6879946491,139.699045003,1,1,0,1,1,0,0,0,0,0
福生店,東京都福生市東町３－５,35.7425405945,139.32876993,1,0,0,1,1,0,0,1,0,0
新大久保店,東京都新宿区百人町１－１１－１９,35.7014081539,139.699631915,1,1,0,0,1,0,0,0,0,0
渋谷センター街店,東京都渋谷区宇田川町２８－１５,35.6603994071,139.698440606,0,1,0,1,1,0,0,0,0,0
中野南口店,東京都中野区中野２－３０－７,35.7047313159,139.665628006,1,1,0,1,1,0,0,0,0,0
町田駅前店,東京都町田市原町田６－２－１０,35.5435019615,139.445534544,1,1,0,1,1,0,0,0,0,0
